pitch,velocity,start,end
55,56,112680,112740
53,56,112740,112800
52,57,112800,113020
57,60,113040,113280
50,55,113280,113500
55,60,113520,113880
57,58,113880,114000
55,58,114000,114120
53,57,114120,114240
52,57,114240,114330
50,56,114360,114480
52,56,114480,114600
53,56,114600,114720
55,57,114720,114840
57,59,114840,114960
58,63,114960,115050
55,60,115080,115200
57,60,115200,115290
52,63,115320,115440
53,55,115440,115560
55,57,115560,115680
57,59,115680,115800
59,60,115800,115920
60,62,115920,116010
57,58,116040,116160
59,62,116160,117120
60,60,117120,119040
48,51,76080,76320
50,53,76320,76560
52,56,76560,76800
53,60,76800,77160
55,57,77160,77220
53,57,77220,77280
52,57,77280,77500
57,60,77520,77760
50,55,77760,77980
55,60,78000,78360
57,59,78360,78480
55,58,78480,78600
53,57,78600,78720
52,56,78720,78810
53,57,78840,78960
52,56,78960,79080
50,55,79080,79200
48,54,79200,79290
50,57,79320,79440
48,56,79440,79560
47,55,79560,79680
45,54,79680,79900
50,57,79920,80160
57,60,80160,80400
54,57,80400,80640
55,58,80640,80760
57,58,80760,80880
58,60,80880,81000
55,58,81000,81120
49,56,81120,81360
50,57,81360,81600
57,58,81600,82080
52,56,82080,82560
57,56,82560,82680
59,57,82680,82800
60,58,82800,82920
62,59,82920,83040
60,60,83040,83160
59,57,83160,83280
57,56,83280,83400
55,55,83400,83520
60,60,83520,83760
43,54,85680,85920
45,55,85920,86160
47,55,86160,86400
48,60,86400,86760
50,58,86760,86820
48,58,86820,86880
47,58,86880,87100
52,60,87120,87360
45,55,87360,87580
50,60,87600,87960
52,60,87960,88080
50,58,88080,88200
48,57,88200,88320
47,55,88320,88560
50,58,89040,89280
48,58,89280,89520
53,60,89520,90000
52,58,90000,90480
50,57,90480,90960
52,57,90960,91200
53,60,91200,91440
52,55,91440,91560
50,55,91560,91680
52,58,91680,92160
45,61,92160,92640
43,52,94320,94560
45,53,94560,94800
47,55,94800,95040
48,60,95040,95400
50,57,95400,95460
48,57,95460,95520
47,57,95520,95740
52,60,95760,96000
45,56,96000,96220
50,60,96240,96600
52,61,96600,96720
50,60,96720,96840
48,59,96840,96960
47,58,96960,97180
46,57,97200,97440
45,57,97440,97680
43,56,97680,97920
45,56,97920,98100
54,60,98160,98400
55,60,98400,98640
52,57,98640,98880
50,57,98880,99340
52,56,99360,99600
53,56,99600,99840
55,60,99840,100200
57,57,100200,100260
55,57,100260,100320
53,57,100320,100540
58,60,100560,100800
52,55,100800,101020
57,60,101040,101400
58,58,101400,101520
57,58,101520,101640
55,57,101640,101760
53,58,101760,101880
52,55,101880,102000
53,58,102000,102090
50,55,102120,102240
55,59,102240,102480
57,59,102480,102720
50,56,102720,103800
52,57,103800,103920
50,57,103920,104040
48,56,104040,104160
47,56,104160,104280
45,55,104280,104400
43,55,104400,104520
42,54,104520,104640
40,54,104640,104860
52,52,104880,105120
54,54,105120,105360
55,56,105360,105840
57,60,105840,105960
55,58,105960,106080
54,60,106080,106300
50,57,106320,106560
55,59,106560,108480
57,52,108480,108960
59,57,108960,109200
60,57,109200,109440
53,58,109440,109530
57,60,109560,109680
55,59,109680,109800
53,58,109800,109920
52,57,109920,110040
50,56,110040,110160
48,56,110160,110280
47,55,110280,110400
48,51,110400,110520
50,53,110520,110640
52,56,110640,110760
53,58,110760,110880
43,57,111120,111360
48,60,111360,119040
480,62,0,0
