pitch,velocity,start,end
55,51,37120,37248
71,53,37184,37248
70,56,37248,37312
69,57,37312,37376
70,60,37376,37440
62,52,37376,37504
58,52,37376,37504
55,52,37376,37504
71,64,37440,37504
72,63,37504,37568
73,65,37568,37632
74,64,37632,37696
62,54,37632,37760
60,54,37632,37760
54,54,37632,37760
75,60,37696,37760
74,59,37760,37824
73,53,37824,37875
58,55,37888,37951
55,55,37888,37951
74,85,37888,37952
62,45,37952,38003
62,53,38016,38047
62,61,38080,38111
62,62,38144,38175
62,58,38208,38239
62,58,38272,38303
62,61,38336,38367
63,52,38400,38464
61,52,38400,38464
62,60,38464,38528
63,66,38528,38592
61,66,38528,38592
75,76,38592,38656
63,47,38656,38720
61,47,38656,38720
62,53,38720,38784
63,61,38784,38848
61,61,38784,38848
75,72,38848,38912
74,53,38912,38943
62,43,38912,38976
74,60,38976,39007
74,56,39040,39071
74,58,39104,39135
74,62,39168,39199
74,63,39232,39263
74,60,39296,39327
74,64,39360,39391
75,62,39424,39455
73,62,39424,39455
74,61,39488,39519
75,60,39552,39583
73,60,39552,39583
87,75,39616,39647
75,44,39680,39711
73,44,39680,39711
74,61,39744,39775
75,66,39808,39839
73,66,39808,39839
87,74,39872,39936
74,51,39936,40000
86,63,39936,40000
75,46,40000,40064
74,54,40064,40128
73,59,40128,40192
74,63,40192,40256
75,66,40256,40320
74,57,40320,40384
73,55,40384,40448
62,58,40448,40511
74,58,40448,40512
75,68,40512,40576
63,72,40576,40639
61,72,40576,40639
74,66,40576,40640
73,74,40640,40704
64,82,40704,40767
60,82,40704,40767
74,82,40704,40768
75,85,40768,40832
65,91,40832,40895
59,91,40832,40895
74,91,40832,40896
73,91,40896,40947
66,86,40960,41024
74,88,40960,41024
62,72,41024,41088
75,87,41024,41088
66,96,41088,41152
76,92,41088,41152
62,85,41152,41216
77,105,41152,41216
66,114,41216,41280
78,99,41216,41280
62,76,41280,41344
77,76,41280,41344
66,66,41344,41408
76,63,41344,41408
62,41,41408,41472
75,46,41408,41472
66,51,41472,41536
74,46,41472,41536
62,58,41536,41600
75,69,41536,41600
66,81,41600,41664
76,81,41600,41664
62,87,41664,41728
77,104,41664,41728
66,104,41728,41792
78,104,41728,41792
62,78,41792,41856
77,76,41792,41856
66,67,41856,41920
76,62,41856,41920
75,46,41920,41971
62,40,41920,41984
58,90,40960,41984
67,52,41984,42047
62,52,41984,42047
59,52,41984,42047
74,48,41984,42048
67,35,42048,42099
67,56,42112,42143
67,61,42176,42207
67,72,42240,42271
67,79,42304,42335
67,87,42368,42399
67,91,42432,42463
68,89,42496,42560
66,89,42496,42560
67,90,42560,42624
68,97,42624,42688
66,97,42624,42688
80,112,42688,42752
68,85,42752,42816
66,85,42752,42816
67,94,42816,42880
68,97,42880,42944
66,97,42880,42944
80,126,42944,43008
67,72,43008,43072
67,0,-1,43072
79,119,43072,43103
79,99,43136,43167
79,97,43200,43231
79,94,43264,43295
79,96,43328,43359
79,100,43392,43423
79,99,43456,43487
80,89,43520,43584
78,89,43520,43584
79,90,43584,43648
80,98,43648,43712
78,98,43648,43712
92,111,43712,43776
80,89,43776,43840
78,89,43776,43840
79,93,43840,43904
80,96,43904,43968
78,96,43904,43968
92,126,43968,44032
79,75,44032,44096
91,81,44032,44096
80,71,44096,44160
79,87,44160,44224
78,90,44224,44288
79,105,44288,44352
80,94,44352,44416
79,96,44416,44480
78,93,44480,44531
79,99,44544,44608
67,116,44544,44672
80,99,44608,44672
68,84,44672,44735
79,93,44672,44736
66,94,44672,44800
78,91,44736,44800
69,97,44800,44863
79,97,44800,44864
65,95,44800,44928
80,98,44864,44928
70,97,44928,44991
79,95,44928,44992
78,95,44992,45043
64,95,44928,45056
71,85,45056,45120
79,89,45056,45120
67,75,45120,45184
80,85,45120,45184
71,93,45184,45248
81,93,45184,45248
67,91,45248,45312
82,96,45248,45312
71,100,45312,45376
83,103,45312,45376
67,66,45376,45440
82,70,45376,45440
71,47,45440,45504
81,49,45440,45504
80,47,45504,45555
67,44,45504,45568
71,49,45568,45632
79,45,45568,45632
67,58,45632,45696
80,64,45632,45696
71,81,45696,45760
81,82,45696,45760
67,85,45760,45824
82,101,45760,45824
71,103,45824,45888
83,100,45824,45888
67,74,45888,45952
82,77,45888,45952
71,66,45952,46016
81,61,45952,46016
80,46,46016,46067
67,42,46016,46080
63,76,45056,46080
72,64,46080,46144
67,64,46080,46144
63,64,46080,46144
60,64,46080,46144
79,56,46080,46144
78,60,46144,46208
77,60,46208,46272
76,61,46272,46336
75,57,46336,46400
80,68,46400,46464
79,60,46464,46528
78,60,46528,46592
72,57,46592,46655
67,57,46592,46655
63,57,46592,46655
79,59,46592,46656
78,54,46656,46720
77,56,46720,46784
76,57,46784,46848
72,56,46848,46911
68,56,46848,46911
65,56,46848,46911
75,59,46848,46912
76,59,46912,46976
77,67,46976,47040
78,65,47040,47091
79,61,47104,47168
72,56,47104,47232
67,56,47104,47232
63,56,47104,47232
78,58,47168,47232
77,58,47232,47296
76,58,47296,47360
77,63,47360,47424
68,50,47360,47488
65,50,47360,47488
59,50,47360,47488
76,56,47424,47488
75,54,47488,47552
74,55,47552,47616
75,59,47616,47680
67,54,47616,47744
63,54,47616,47744
60,54,47616,47744
76,62,47680,47744
77,59,47744,47808
78,65,47808,47872
77,55,47872,47936
62,57,47872,48000
58,57,47872,48000
78,66,47936,48000
79,67,48000,48064
80,66,48064,48115
81,61,48128,48192
67,54,48128,48256
61,54,48128,48256
57,54,48128,48256
80,59,48192,48256
79,58,48256,48320
78,55,48320,48384
79,61,48384,48448
78,57,48448,48512
77,57,48512,48576
76,55,48576,48640
77,67,48640,48704
76,56,48704,48768
75,59,48768,48832
69,78,48384,48896
74,53,48832,48896
69,61,48896,48959
73,55,48896,48960
72,59,48960,49024
71,60,49024,49088
70,54,49088,49139
69,51,49152,49215
69,0,-1,49216
70,60,49216,49280
69,56,49280,49344
68,55,49344,49408
69,52,49408,49471
69,0,-1,49472
70,64,49472,49536
65,54,49536,49599
69,56,49536,49600
68,58,49600,49664
62,49,49664,49727
69,66,49664,49728
70,61,49728,49792
58,53,49792,49855
69,55,49792,49856
68,56,49856,49920
62,67,49920,49983
69,60,49920,49984
70,65,49984,50048
65,67,50048,50111
69,59,50048,50112
68,60,50112,50163
69,68,50176,50239
69,0,-1,50240
70,68,50240,50304
69,60,50304,50368
68,60,50368,50432
69,57,50432,50495
57,57,50432,50495
69,0,-1,50496
70,60,50496,50560
65,54,50560,50623
53,54,50560,50623
69,61,50560,50624
68,53,50624,50688
62,54,50688,50751
50,54,50688,50751
69,63,50688,50752
70,64,50752,50816
58,53,50816,50879
46,53,50816,50879
69,60,50816,50880
68,58,50880,50944
62,67,50944,51007
50,67,50944,51007
69,62,50944,51008
70,63,51008,51072
65,67,51072,51135
53,67,51072,51135
69,60,51072,51136
68,59,51136,51187
69,65,51200,51263
57,65,51200,51263
69,0,-1,51264
68,55,51264,51328
67,57,51328,51392
66,57,51392,51456
67,66,51456,51520
66,60,51520,51584
65,58,51584,51648
64,55,51648,51712
65,63,51712,51776
64,58,51776,51840
63,58,51840,51904
62,60,51904,51968
61,53,51968,52032
60,55,52032,52096
59,57,52096,52160
58,60,52160,52211
57,60,52224,52288
58,58,52288,52352
57,63,52352,52416
56,58,52416,52480
57,52,52480,52543
45,52,52480,52543
57,0,-1,52544
58,63,52544,52608
53,62,52608,52671
41,62,52608,52671
57,58,52608,52672
56,54,52672,52736
50,56,52736,52799
38,56,52736,52799
57,58,52736,52800
58,65,52800,52864
46,57,52864,52927
34,57,52864,52927
57,59,52864,52928
56,55,52928,52992
50,65,52992,53055
38,65,52992,53055
57,65,52992,53056
58,62,53056,53120
53,64,53120,53183
41,64,53120,53183
57,60,53120,53184
56,58,53184,53235
57,66,53248,53312
57,0,-1,53375
45,66,53248,53375
58,57,53312,53376
57,59,53376,53440
56,57,53440,53504
69,78,53504,53567
57,61,53504,53568
58,62,53568,53632
65,54,53632,53695
57,60,53632,53696
56,54,53696,53760
62,52,53760,53823
57,60,53760,53824
58,62,53824,53888
58,55,53888,53951
57,59,53888,53952
56,64,53952,54016
62,66,54016,54079
57,65,54016,54080
58,62,54080,54144
65,65,54144,54207
57,55,54144,54208
56,57,54208,54259
57,61,54272,54336
58,66,54336,54400
59,62,54400,54464
60,71,54464,54528
61,64,54528,54592
62,66,54592,54656
63,62,54656,54720
69,67,54272,54784
64,69,54720,54784
65,59,54784,54848
66,63,54848,54912
67,62,54912,54976
68,65,54976,55040
69,61,55040,55104
70,63,55104,55168
71,67,55168,55232
72,66,55232,55283
73,60,55296,55360
74,60,55360,55424
75,59,55424,55488
81,80,54784,55552
69,0,-1,55552
76,58,55488,55552
77,57,55552,55616
78,56,55616,55680
79,55,55680,55744
69,57,55552,55808
57,57,55552,55808
80,54,55744,55808
81,53,55808,55872
82,52,55872,55936
81,51,55936,56000
80,50,56000,56064
81,50,56064,56128
82,49,56128,56192
81,47,56192,56243
57,53,55808,56320
80,46,56256,56320
81,83,56320,56384
77,83,56320,56384
74,83,56320,56384
50,74,56320,56448
38,74,56320,56448
80,75,56384,56448
79,75,56448,56512
78,80,56512,56576
77,76,56576,56640
82,99,56640,56704
81,81,56704,56768
80,85,56768,56832
81,84,56832,56896
50,74,56832,56960
38,74,56832,56960
80,81,56896,56960
79,76,56960,57024
78,79,57024,57088
77,78,57088,57152
62,73,57088,57216
59,73,57088,57216
55,73,57088,57216
78,85,57152,57216
79,88,57216,57280
80,86,57280,57331
81,93,57344,57408
77,93,57344,57408
74,93,57344,57408
50,55,57344,57472
38,55,57344,57472
80,80,57408,57472
79,77,57472,57536
78,79,57536,57600
77,77,57600,57664
82,96,57664,57728
81,79,57728,57792
80,80,57792,57856
